time,action,path
1783995265.389,RIGHT,screen_collector/screens/browser/RIGHT/20260713-221315_000165.png
1783995265.460,RIGHT,screen_collector/screens/browser/RIGHT/20260713-221315_000166.png
1783995265.532,NONE,screen_collector/screens/browser/NONE/20260713-221315_000167.png
1783995265.962,NONE,screen_collector/screens/browser/NONE/20260713-221315_000168.png
1783995266.455,NONE,screen_collector/screens/browser/NONE/20260713-221315_000169.png
1783995267.778,NONE,screen_collector/screens/browser/NONE/20260713-221315_000170.png
1783995268.061,NONE,screen_collector/screens/browser/NONE/20260713-221315_000171.png
1783995268.482,NONE,screen_collector/screens/browser/NONE/20260713-221315_000172.png
1783995268.694,NONE,screen_collector/screens/browser/NONE/20260713-221315_000173.png
1783995268.974,NONE,screen_collector/screens/browser/NONE/20260713-221315_000174.png
1783995269.540,LEFT,screen_collector/screens/browser/LEFT/20260713-221315_000175.png
1783995269.611,LEFT,screen_collector/screens/browser/LEFT/20260713-221315_000176.png
1783995269.680,LEFT,screen_collector/screens/browser/LEFT/20260713-221315_000177.png
1783995269.749,LEFT,screen_collector/screens/browser/LEFT/20260713-221315_000178.png
1783995269.819,LEFT,screen_collector/screens/browser/LEFT/20260713-221315_000179.png
1783995269.890,LEFT,screen_collector/screens/browser/LEFT/20260713-221315_000180.png
1783995269.960,LEFT,screen_collector/screens/browser/LEFT/20260713-221315_000181.png
1783995270.032,LEFT,screen_collector/screens/browser/LEFT/20260713-221315_000182.png
1783995270.104,LEFT,screen_collector/screens/browser/LEFT/20260713-221315_000183.png
1783995270.175,NONE,screen_collector/screens/browser/NONE/20260713-221315_000184.png
1783995270.319,NONE,screen_collector/screens/browser/NONE/20260713-221315_000185.png
1783995270.390,NONE,screen_collector/screens/browser/NONE/20260713-221315_000186.png
1783995270.605,NONE,screen_collector/screens/browser/NONE/20260713-221315_000187.png
1783995270.749,NONE,screen_collector/screens/browser/NONE/20260713-221315_000188.png
1783995270.820,NONE,screen_collector/screens/browser/NONE/20260713-221315_000189.png
1783995271.173,NONE,screen_collector/screens/browser/NONE/20260713-221315_000190.png
1783995271.460,NONE,screen_collector/screens/browser/NONE/20260713-221315_000191.png
1783995271.531,NONE,screen_collector/screens/browser/NONE/20260713-221315_000192.png
1783995271.599,UP,screen_collector/screens/browser/UP/20260713-221315_000193.png
1783995271.666,UP,screen_collector/screens/browser/UP/20260713-221315_000194.png
1783995271.738,UP,screen_collector/screens/browser/UP/20260713-221315_000195.png
1783995271.810,UP,screen_collector/screens/browser/UP/20260713-221315_000196.png
1783995271.879,UP,screen_collector/screens/browser/UP/20260713-221315_000197.png
1783995271.951,UP,screen_collector/screens/browser/UP/20260713-221315_000198.png
1783995272.020,UP,screen_collector/screens/browser/UP/20260713-221315_000199.png
1783995272.092,UP,screen_collector/screens/browser/UP/20260713-221315_000200.png
1783995273.012,NONE,screen_collector/screens/browser/NONE/20260713-221315_000201.png
1783995273.152,NONE,screen_collector/screens/browser/NONE/20260713-221315_000202.png
1783995273.294,RIGHT,screen_collector/screens/browser/RIGHT/20260713-221315_000203.png
1783995273.366,RIGHT,screen_collector/screens/browser/RIGHT/20260713-221315_000204.png
1783995273.434,RIGHT,screen_collector/screens/browser/RIGHT/20260713-221315_000205.png
1783995273.506,RIGHT,screen_collector/screens/browser/RIGHT/20260713-221315_000206.png
1783995273.576,RIGHT,screen_collector/screens/browser/RIGHT/20260713-221315_000207.png
1783995273.648,RIGHT,screen_collector/screens/browser/RIGHT/20260713-221315_000208.png
1783995273.718,RIGHT,screen_collector/screens/browser/RIGHT/20260713-221315_000209.png
1783995273.790,RIGHT,screen_collector/screens/browser/RIGHT/20260713-221315_000210.png
1783995273.861,RIGHT,screen_collector/screens/browser/RIGHT/20260713-221315_000211.png
1783995274.220,NONE,screen_collector/screens/browser/NONE/20260713-221315_000212.png
1783995274.785,DOWN,screen_collector/screens/browser/DOWN/20260713-221315_000213.png
1783995274.856,DOWN,screen_collector/screens/browser/DOWN/20260713-221315_000214.png
1783995274.928,DOWN,screen_collector/screens/browser/DOWN/20260713-221315_000215.png
1783995274.996,DOWN,screen_collector/screens/browser/DOWN/20260713-221315_000216.png
1783995275.064,DOWN,screen_collector/screens/browser/DOWN/20260713-221315_000217.png
1783995275.131,DOWN,screen_collector/screens/browser/DOWN/20260713-221315_000218.png
1783995275.199,DOWN,screen_collector/screens/browser/DOWN/20260713-221315_000219.png
1783995275.271,DOWN,screen_collector/screens/browser/DOWN/20260713-221315_000220.png
1783995275.486,NONE,screen_collector/screens/browser/NONE/20260713-221315_000221.png
1783995275.557,LEFT,screen_collector/screens/browser/LEFT/20260713-221315_000222.png
1783995275.629,LEFT,screen_collector/screens/browser/LEFT/20260713-221315_000223.png
1783995275.701,LEFT,screen_collector/screens/browser/LEFT/20260713-221315_000224.png
1783995275.772,LEFT,screen_collector/screens/browser/LEFT/20260713-221315_000225.png
1783995275.844,LEFT,screen_collector/screens/browser/LEFT/20260713-221315_000226.png
1783995275.913,LEFT,screen_collector/screens/browser/LEFT/20260713-221315_000227.png
1783995275.985,LEFT,screen_collector/screens/browser/LEFT/20260713-221315_000228.png
1783995276.057,LEFT,screen_collector/screens/browser/LEFT/20260713-221315_000229.png
1783995276.128,LEFT,screen_collector/screens/browser/LEFT/20260713-221315_000230.png
1783995276.272,NONE,screen_collector/screens/browser/NONE/20260713-221315_000231.png
1783995276.983,NONE,screen_collector/screens/browser/NONE/20260713-221315_000232.png
1783995277.197,NONE,screen_collector/screens/browser/NONE/20260713-221315_000233.png
1783995277.763,NONE,screen_collector/screens/browser/NONE/20260713-221315_000234.png
1783995278.677,NONE,screen_collector/screens/browser/NONE/20260713-221315_000235.png
1783995278.747,NONE,screen_collector/screens/browser/NONE/20260713-221315_000236.png
1783995279.094,NONE,screen_collector/screens/browser/NONE/20260713-221315_000237.png
1783995279.165,RIGHT,screen_collector/screens/browser/RIGHT/20260713-221315_000238.png
1783995279.237,RIGHT,screen_collector/screens/browser/RIGHT/20260713-221315_000239.png
1783995279.305,RIGHT,screen_collector/screens/browser/RIGHT/20260713-221315_000240.png
1783995279.373,RIGHT,screen_collector/screens/browser/RIGHT/20260713-221315_000241.png
1783995279.446,RIGHT,screen_collector/screens/browser/RIGHT/20260713-221315_000242.png
1783995279.516,RIGHT,screen_collector/screens/browser/RIGHT/20260713-221315_000243.png
1783995279.588,RIGHT,screen_collector/screens/browser/RIGHT/20260713-221315_000244.png
1783995279.659,RIGHT,screen_collector/screens/browser/RIGHT/20260713-221315_000245.png
1783995279.731,RIGHT,screen_collector/screens/browser/RIGHT/20260713-221315_000246.png
1783995279.874,NONE,screen_collector/screens/browser/NONE/20260713-221315_000247.png
1783995279.946,NONE,screen_collector/screens/browser/NONE/20260713-221315_000248.png
1783995280.161,NONE,screen_collector/screens/browser/NONE/20260713-221315_000249.png
1783995280.304,NONE,screen_collector/screens/browser/NONE/20260713-221315_000250.png
1783995280.376,NONE,screen_collector/screens/browser/NONE/20260713-221315_000251.png
1783995280.824,NONE,screen_collector/screens/browser/NONE/20260713-221315_000252.png
1783995281.110,LEFT,screen_collector/screens/browser/LEFT/20260713-221315_000253.png
1783995281.180,LEFT,screen_collector/screens/browser/LEFT/20260713-221315_000254.png
1783995281.249,LEFT,screen_collector/screens/browser/LEFT/20260713-221315_000255.png
1783995281.321,LEFT,screen_collector/screens/browser/LEFT/20260713-221315_000256.png
1783995281.393,LEFT,screen_collector/screens/browser/LEFT/20260713-221315_000257.png
1783995281.465,LEFT,screen_collector/screens/browser/LEFT/20260713-221315_000258.png
1783995281.534,LEFT,screen_collector/screens/browser/LEFT/20260713-221315_000259.png
1783995281.606,LEFT,screen_collector/screens/browser/LEFT/20260713-221315_000260.png
1783995282.315,NONE,screen_collector/screens/browser/NONE/20260713-221315_000261.png
1783995282.806,NONE,screen_collector/screens/browser/NONE/20260713-221315_000262.png
1783995282.944,NONE,screen_collector/screens/browser/NONE/20260713-221315_000263.png
1783995283.155,NONE,screen_collector/screens/browser/NONE/20260713-221315_000264.png
1783995283.224,NONE,screen_collector/screens/browser/NONE/20260713-221315_000265.png
1783995283.720,NONE,screen_collector/screens/browser/NONE/20260713-221315_000266.png
1783995283.926,NONE,screen_collector/screens/browser/NONE/20260713-221315_000267.png
1783995284.207,NONE,screen_collector/screens/browser/NONE/20260713-221315_000268.png
1783995284.485,UP,screen_collector/screens/browser/UP/20260713-221315_000269.png
1783995284.556,UP,screen_collector/screens/browser/UP/20260713-221315_000270.png
1783995284.626,UP,screen_collector/screens/browser/UP/20260713-221315_000271.png
1783995284.698,UP,screen_collector/screens/browser/UP/20260713-221315_000272.png
1783995284.769,UP,screen_collector/screens/browser/UP/20260713-221315_000273.png
1783995284.838,UP,screen_collector/screens/browser/UP/20260713-221315_000274.png
1783995284.905,UP,screen_collector/screens/browser/UP/20260713-221315_000275.png
1783995284.977,UP,screen_collector/screens/browser/UP/20260713-221315_000276.png
1783995285.049,NONE,screen_collector/screens/browser/NONE/20260713-221315_000277.png
1783995285.335,LEFT,screen_collector/screens/browser/LEFT/20260713-221315_000278.png
1783995285.407,LEFT,screen_collector/screens/browser/LEFT/20260713-221315_000279.png
1783995285.479,LEFT,screen_collector/screens/browser/LEFT/20260713-221315_000280.png
1783995285.550,LEFT,screen_collector/screens/browser/LEFT/20260713-221315_000281.png
1783995285.622,LEFT,screen_collector/screens/browser/LEFT/20260713-221315_000282.png
1783995285.691,LEFT,screen_collector/screens/browser/LEFT/20260713-221315_000283.png
1783995285.762,LEFT,screen_collector/screens/browser/LEFT/20260713-221315_000284.png
1783995285.833,LEFT,screen_collector/screens/browser/LEFT/20260713-221315_000285.png
1783995285.905,LEFT,screen_collector/screens/browser/LEFT/20260713-221315_000286.png
1783995286.191,UP,screen_collector/screens/browser/UP/20260713-221315_000287.png
1783995286.263,UP,screen_collector/screens/browser/UP/20260713-221315_000288.png
1783995286.335,UP,screen_collector/screens/browser/UP/20260713-221315_000289.png
1783995286.406,UP,screen_collector/screens/browser/UP/20260713-221315_000290.png
1783995286.478,UP,screen_collector/screens/browser/UP/20260713-221315_000291.png
1783995286.550,UP,screen_collector/screens/browser/UP/20260713-221315_000292.png
1783995286.620,UP,screen_collector/screens/browser/UP/20260713-221315_000293.png
1783995286.692,UP,screen_collector/screens/browser/UP/20260713-221315_000294.png
1783995286.763,UP,screen_collector/screens/browser/UP/20260713-221315_000295.png
1783995287.545,RIGHT,screen_collector/screens/browser/RIGHT/20260713-221315_000296.png
1783995287.614,RIGHT,screen_collector/screens/browser/RIGHT/20260713-221315_000297.png
1783995287.686,RIGHT,screen_collector/screens/browser/RIGHT/20260713-221315_000298.png
1783995287.755,RIGHT,screen_collector/screens/browser/RIGHT/20260713-221315_000299.png
1783995287.827,RIGHT,screen_collector/screens/browser/RIGHT/20260713-221315_000300.png
1783995287.897,RIGHT,screen_collector/screens/browser/RIGHT/20260713-221315_000301.png
1783995287.966,RIGHT,screen_collector/screens/browser/RIGHT/20260713-221315_000302.png
1783995288.037,RIGHT,screen_collector/screens/browser/RIGHT/20260713-221315_000303.png
1783995288.467,NONE,screen_collector/screens/browser/NONE/20260713-221315_000304.png
1783995288.750,NONE,screen_collector/screens/browser/NONE/20260713-221315_000305.png
1783995288.817,RIGHT,screen_collector/screens/browser/RIGHT/20260713-221315_000306.png
1783995288.886,RIGHT,screen_collector/screens/browser/RIGHT/20260713-221315_000307.png
1783995288.958,RIGHT,screen_collector/screens/browser/RIGHT/20260713-221315_000308.png
1783995289.029,RIGHT,screen_collector/screens/browser/RIGHT/20260713-221315_000309.png
1783995289.101,RIGHT,screen_collector/screens/browser/RIGHT/20260713-221315_000310.png
1783995289.170,RIGHT,screen_collector/screens/browser/RIGHT/20260713-221315_000311.png
1783995289.242,RIGHT,screen_collector/screens/browser/RIGHT/20260713-221315_000312.png
1783995289.314,RIGHT,screen_collector/screens/browser/RIGHT/20260713-221315_000313.png
1783995289.672,NONE,screen_collector/screens/browser/NONE/20260713-221315_000314.png
1783995290.308,NONE,screen_collector/screens/browser/NONE/20260713-221315_000315.png
1783995290.938,NONE,screen_collector/screens/browser/NONE/20260713-221315_000316.png
1783995291.008,LEFT,screen_collector/screens/browser/LEFT/20260713-221315_000317.png
1783995291.076,LEFT,screen_collector/screens/browser/LEFT/20260713-221315_000318.png
1783995291.148,LEFT,screen_collector/screens/browser/LEFT/20260713-221315_000319.png
1783995291.218,LEFT,screen_collector/screens/browser/LEFT/20260713-221315_000320.png
1783995291.290,LEFT,screen_collector/screens/browser/LEFT/20260713-221315_000321.png
1783995291.360,LEFT,screen_collector/screens/browser/LEFT/20260713-221315_000322.png
1783995291.432,LEFT,screen_collector/screens/browser/LEFT/20260713-221315_000323.png
1783995291.503,LEFT,screen_collector/screens/browser/LEFT/20260713-221315_000324.png
1783995291.790,UP,screen_collector/screens/browser/UP/20260713-221315_000325.png
1783995291.862,UP,screen_collector/screens/browser/UP/20260713-221315_000326.png
1783995291.933,UP,screen_collector/screens/browser/UP/20260713-221315_000327.png
1783995292.005,UP,screen_collector/screens/browser/UP/20260713-221315_000328.png
1783995292.077,UP,screen_collector/screens/browser/UP/20260713-221315_000329.png
1783995292.147,UP,screen_collector/screens/browser/UP/20260713-221315_000330.png
1783995292.217,UP,screen_collector/screens/browser/UP/20260713-221315_000331.png
1783995292.288,UP,screen_collector/screens/browser/UP/20260713-221315_000332.png
1783995292.503,NONE,screen_collector/screens/browser/NONE/20260713-221315_000333.png
1783995292.647,LEFT,screen_collector/screens/browser/LEFT/20260713-221315_000334.png
1783995292.719,LEFT,screen_collector/screens/browser/LEFT/20260713-221315_000335.png
1783995292.790,LEFT,screen_collector/screens/browser/LEFT/20260713-221315_000336.png
1783995292.857,LEFT,screen_collector/screens/browser/LEFT/20260713-221315_000337.png
1783995292.926,LEFT,screen_collector/screens/browser/LEFT/20260713-221315_000338.png
1783995292.998,LEFT,screen_collector/screens/browser/LEFT/20260713-221315_000339.png
1783995293.067,LEFT,screen_collector/screens/browser/LEFT/20260713-221315_000340.png
1783995293.138,LEFT,screen_collector/screens/browser/LEFT/20260713-221315_000341.png
1783995293.497,NONE,screen_collector/screens/browser/NONE/20260713-221315_000342.png
1783995293.569,UP,screen_collector/screens/browser/UP/20260713-221315_000343.png
1783995293.640,UP,screen_collector/screens/browser/UP/20260713-221315_000344.png
1783995293.709,UP,screen_collector/screens/browser/UP/20260713-221315_000345.png
1783995293.780,UP,screen_collector/screens/browser/UP/20260713-221315_000346.png
1783995293.851,UP,screen_collector/screens/browser/UP/20260713-221315_000347.png
1783995293.921,UP,screen_collector/screens/browser/UP/20260713-221315_000348.png
1783995293.993,UP,screen_collector/screens/browser/UP/20260713-221315_000349.png
1783995294.065,UP,screen_collector/screens/browser/UP/20260713-221315_000350.png
1783995294.136,UP,screen_collector/screens/browser/UP/20260713-221315_000351.png
